timestamp,symbol,toSymbol,close,high,low,open,volumeFrom,volumeTo
1482192000000,BTC,USD,799.1,800.02,787.12,789.79,34480.19,27406319.09
1482278400000,BTC,USD,829.21,833.13,795.98,799.1,65293.55,53411082.07
1482364800000,BTC,USD,860.15,874.68,828.87,829.21,70557.59,60511618.45
1482451200000,BTC,USD,917.17,920.26,858.04,860.15,102224.08,91802931.23
1482537600000,BTC,USD,891.07,920.49,880.79,917.17,46030.07,41576781.41
1482624000000,BTC,USD,891.07,895.24,851.42,891.07,42483.29,37173377.51
1482710400000,BTC,USD,898.38,909.32,885.88,891.07,38787.58,35002753.4
1482796800000,BTC,USD,925.78,937.91,893.38,898.38,49691.61,45966615.06
1482883200000,BTC,USD,972.17,974.51,925.49,925.78,77285.8,73811803.99
1482969600000,BTC,USD,971.08,982.57,949.23,972.17,61124.62,59226667.89
1483056000000,BTC,USD,959.04,971.59,927.4,971.08,70839.81,67449149.3
1483142400000,BTC,USD,963.38,965.47,942.4,959.04,27559.31,26379401.89
1483228800000,BTC,USD,995.44,1001.61,956.1,963.38,41148.52,40570922.99
1483315200000,BTC,USD,1017.05,1031.68,990.2,995.44,64951.63,66038073.34
1483401600000,BTC,USD,1033.3,1035.47,1006.53,1017.05,54788.01,56085870.7
1483488000000,BTC,USD,1135.41,1148.54,1022.32,1033.3,156272.17,170584623.04
1483574400000,BTC,USD,989.35,1150.63,874.53,1135.41,240007.84,244839289.77
1483660800000,BTC,USD,886.16,1027.42,852.55,989.35,194290.96,179160668.84
1483747200000,BTC,USD,888.87,900.86,806.66,886.16,130663.09,113037531.71
1483833600000,BTC,USD,900.86,936.13,875.85,888.87,76905.99,70298340.37
1483920000000,BTC,USD,899.78,910.47,870.91,900.86,62579.5,55963281.18
1484006400000,BTC,USD,904.37,911.32,890.12,899.78,53709.46,48644106.82
1484092800000,BTC,USD,785.43,917.65,751.63,904.37,194436.54,160194109.8
1484179200000,BTC,USD,810.11,828.21,739.55,785.43,120241.76,93986701.88
1484265600000,BTC,USD,824.83,835.05,771.0,810.11,89861.97,72555875.62
1484352000000,BTC,USD,819.63,838.9,808.27,824.83,44207.74,36594482.0
1484438400000,BTC,USD,821.17,826.43,808.63,819.63,24401.41,20004735.1
1484524800000,BTC,USD,827.34,836.66,817.7,821.17,33222.93,27592899.17
1484611200000,BTC,USD,899.66,906.38,825.04,827.34,82207.99,72272727.15
1484697600000,BTC,USD,872.03,913.67,845.87,899.66,69258.17,61042392.11
1484784000000,BTC,USD,895.21,905.28,870.71,872.03,58440.87,52300814.98
1484870400000,BTC,USD,892.91,901.49,878.9,895.21,38865.48,34847130.33
1484956800000,BTC,USD,919.84,928.93,889.46,892.91,40378.21,37129176.59
1485043200000,BTC,USD,918.84,938.38,888.62,919.84,47927.32,44074299.79
1485129600000,BTC,USD,921.46,927.98,910.85,918.84,32744.43,30261054.5
1485216000000,BTC,USD,893.75,925.61,889.15,921.46,58874.32,53468911.31
1485302400000,BTC,USD,894.41,905.7,883.63,893.75,37902.18,34014866.15
1485388800000,BTC,USD,915.56,919.32,893.49,894.41,33800.2,30795685.98
1485475200000,BTC,USD,918.01,922.56,907.92,915.56,30968.49,28503144.41
1485561600000,BTC,USD,918.51,921.89,912.84,918.01,14307.36,13251844.02
1485648000000,BTC,USD,914.55,922.4,912.68,918.51,11052.31,10214368.33
1485734400000,BTC,USD,920.73,922.35,911.51,914.55,19062.15,17604172.47
1485820800000,BTC,USD,965.49,967.45,917.38,920.73,54670.21,51869216.53
1485907200000,BTC,USD,982.43,986.57,959.82,965.49,45223.3,44035816.37
1485993600000,BTC,USD,1003.97,1009.13,973.5,982.43,50863.87,50633910.56
1486080000000,BTC,USD,1013.02,1023.72,989.21,1003.97,61671.88,62431017.97
1486166400000,BTC,USD,1031.85,1041.04,1000.41,1013.02,39461.62,40406542.54
1486252800000,BTC,USD,1016.11,1033.66,1004.05,1031.85,31058.49,31669956.98
1486339200000,BTC,USD,1024.67,1030.6,1010.83,1016.11,32019.82,32828350.27
1486425600000,BTC,USD,1049.56,1054.1,1019.87,1024.67,39553.25,41318349.43
1486512000000,BTC,USD,1055.49,1069.23,1020.33,1049.56,65145.12,68336320.22
1486598400000,BTC,USD,978.96,1073.03,924.65,1055.49,146746.26,145839317.48
1486684800000,BTC,USD,997.61,1005.6,947.02,978.96,62132.99,60639111.4
1486771200000,BTC,USD,1008.32,1014.32,983.93,997.61,28319.39,28504495.1
1486857600000,BTC,USD,996.52,1007.82,992.45,1008.32,14750.39,14825023.07
1486944000000,BTC,USD,995.36,1007.61,975.1,996.52,32908.63,32785064.4
1487030400000,BTC,USD,1008.34,1013.8,986.46,995.36,39537.9,39810076.3
1487116800000,BTC,USD,1008.19,1010.93,999.73,1008.34,23359.15,23569549.45
1487203200000,BTC,USD,1031.93,1040.28,1007.39,1008.19,38080.21,39114743.32
1487289600000,BTC,USD,1049.41,1057.39,1025.87,1031.93,45711.79,47815360.54
1487376000000,BTC,USD,1052.28,1063.21,1044.68,1049.41,25362.02,26856521.18
1487462400000,BTC,USD,1048.89,1056.48,1037.67,1052.28,17953.15,18876881.86
1487548800000,BTC,USD,1077.56,1081.78,1040.99,1048.89,31010.85,32959720.15
1487635200000,BTC,USD,1119.03,1123.03,1073.54,1077.56,57048.87,62908569.43
1487721600000,BTC,USD,1120.46,1132.25,1094.83,1119.03,47913.31,53647453.34
1487808000000,BTC,USD,1171.91,1181.6,1113.54,1120.46,65737.1,75663167.44
1487894400000,BTC,USD,1176.49,1211.74,1092.41,1171.91,108170.88,126978010.75
1487980800000,BTC,USD,1149.05,1180.01,1116.21,1176.49,45860.52,53003830.46
1488067200000,BTC,USD,1171.58,1177.47,1130.61,1149.05,30764.77,35750258.05
1488153600000,BTC,USD,1188.83,1195.82,1164.27,1171.58,35468.84,42035366.64
1488240000000,BTC,USD,1189.27,1208.22,1175.75,1188.83,50579.83,60371869.57
1488326400000,BTC,USD,1222.66,1225.04,1154.55,1189.27,51153.83,61964760.57
1488412800000,BTC,USD,1255.47,1286.98,1211.96,1222.66,78492.01,98040639.32
1488499200000,BTC,USD,1283.3,1291.35,1250.8,1255.47,67275.49,85876262.86
1488585600000,BTC,USD,1264.32,1285.78,1228.73,1283.3,38418.2,48597934.9
1488672000000,BTC,USD,1271.22,1273.28,1242.1,1264.32,25430.23,32104972.38
1488758400000,BTC,USD,1277.01,1280.61,1261.0,1271.22,31026.9,39591110.81
1488844800000,BTC,USD,1232.69,1280.89,1148.66,1277.01,87722.01,108673876.49
1488931200000,BTC,USD,1146.97,1242.04,1136.88,1232.69,97875.25,116342973.91
1489017600000,BTC,USD,1191.33,1206.97,1129.35,1146.97,59860.55,70427061.57
1489104000000,BTC,USD,1112.39,1330.42,988.69,1191.33,190472.52,223836041.81
1489190400000,BTC,USD,1179.22,1202.69,1104.78,1112.39,70747.22,82387198.06
1489276800000,BTC,USD,1225.11,1235.46,1160.9,1179.22,44412.09,53441762.07
1489363200000,BTC,USD,1238.19,1245.63,1205.61,1225.11,60460.94,74376298.14
1489449600000,BTC,USD,1243.14,1255.52,1218.38,1238.19,45142.05,56058617.23
1489536000000,BTC,USD,1253.43,1256.95,1236.43,1243.14,43592.4,54486699.63
1489622400000,BTC,USD,1172.88,1260.24,1118.96,1253.43,132773.3,159409024.53
1489708800000,BTC,USD,1071.71,1174.9,1063.48,1172.88,163739.0,183879768.71
1489795200000,BTC,USD,971.38,1103.61,940.18,1071.71,210424.36,212772055.65
1489881600000,BTC,USD,1022.6,1063.67,967.31,971.38,106444.72,108128237.76
1489968000000,BTC,USD,1047.51,1057.5,1005.05,1022.6,61431.4,63833143.48
1490054400000,BTC,USD,1121.29,1125.53,1043.87,1047.51,92591.27,101051998.73
1490140800000,BTC,USD,1044.72,1121.88,997.78,1121.29,115286.08,120730492.05
1490227200000,BTC,USD,1035.03,1062.79,1022.02,1044.72,56517.89,58898141.13
1490313600000,BTC,USD,939.7,1038.38,927.35,1035.03,132599.72,130042865.54
1490400000000,BTC,USD,966.3,995.96,890.43,939.7,127044.59,118395054.45
1490486400000,BTC,USD,969.44,1004.32,946.65,966.3,85332.41,83255983.42
1490572800000,BTC,USD,1045.14,1048.85,961.8,969.44,91256.43,92332221.14
1490659200000,BTC,USD,1044.42,1068.41,1015.45,1045.14,80000.9,83567551.46
1490745600000,BTC,USD,1041.9,1058.66,1008.34,1044.42,68852.51,71261535.48
1490832000000,BTC,USD,1037.91,1052.66,1020.93,1041.9,74984.88,77633883.53
1490918400000,BTC,USD,1079.11,1088.2,1035.18,1037.91,90987.94,96543920.02
1491004800000,BTC,USD,1086.12,1103.74,1067.47,1079.11,50658.36,55020078.21
1491091200000,BTC,USD,1097.4,1109.48,1074.21,1086.12,70980.71,77853933.84
1491177600000,BTC,USD,1147.56,1157.87,1095.55,1097.4,98499.3,111870807.42
1491264000000,BTC,USD,1141.77,1161.19,1122.15,1147.56,70998.95,81164094.44
1491350400000,BTC,USD,1129.87,1143.84,1110.06,1141.77,69469.37,78335573.66
1491436800000,BTC,USD,1188.7,1201.55,1130.51,1129.87,92357.58,108182158.18
1491523200000,BTC,USD,1190.49,1201.23,1173.18,1188.7,59746.57,71184485.98
1491609600000,BTC,USD,1180.78,1198.22,1166.65,1190.49,33180.63,39393003.33
1491696000000,BTC,USD,1204.34,1215.1,1173.99,1180.78,45351.08,54498333.26
1491782400000,BTC,USD,1206.71,1214.87,1194.81,1204.34,40013.05,48473680.7
1491868800000,BTC,USD,1220.74,1229.57,1195.76,1206.71,37394.78,45563707.07
1491955200000,BTC,USD,1212.53,1225.46,1207.36,1220.74,44783.23,54699396.14
1492041600000,BTC,USD,1176.2,1218.66,1150.29,1212.53,66051.93,78456422.62
1492128000000,BTC,USD,1177.33,1195.4,1162.16,1176.2,47217.49,56129576.67
1492214400000,BTC,USD,1176.99,1194.85,841.53,1177.33,28384.58,33877537.21
1492300800000,BTC,USD,1176.8,1187.97,1166.74,1176.99,18930.29,22538918.55
1492387200000,BTC,USD,1194.01,1202.97,1172.81,1176.8,46483.54,56095607.39
1492473600000,BTC,USD,1206.09,1213.88,1191.14,1194.01,52747.52,64900219.25
1492560000000,BTC,USD,1215.2,1218.21,1194.08,1206.09,43347.15,53034357.1
1492646400000,BTC,USD,1238.09,1246.64,1210.67,1215.2,55194.86,69223360.98
1492732800000,BTC,USD,1249.64,1256.97,1235.56,1238.09,41344.02,52498296.85
1492819200000,BTC,USD,1240.89,1256.97,1215.78,1249.64,43814.59,55776932.72
1492905600000,BTC,USD,1249.14,1256.23,1223.06,1240.89,42608.01,54224355.75
1492992000000,BTC,USD,1248.18,1256.36,1234.86,1249.14,38542.24,49281629.32
1493078400000,BTC,USD,1264.31,1272.62,1244.21,1248.18,43885.78,56659016.28
1493164800000,BTC,USD,1286.63,1309.2,1263.0,1264.31,58908.66,77649710.39
1493251200000,BTC,USD,1332.91,1346.79,1285.3,1286.63,61771.48,83319636.4
1493337600000,BTC,USD,1329.62,1356.15,1287.62,1332.91,77569.41,104536476.71
1493424000000,BTC,USD,1336.28,1343.69,1314.15,1329.62,40969.34,55982468.15
1493510400000,BTC,USD,1351.91,1358.94,1309.66,1336.28,40643.04,55470285.83
1493596800000,BTC,USD,1415.81,1448.68,1342.78,1351.91,100438.27,144414038.52
1493683200000,BTC,USD,1445.93,1471.14,1394.83,1415.81,70004.82,103342244.97
1493769600000,BTC,USD,1485.55,1496.39,1424.05,1445.93,81717.36,122551707.4
1493856000000,BTC,USD,1516.76,1609.84,1437.11,1485.55,136711.3,213084949.56
1493942400000,BTC,USD,1507.77,1588.11,1485.01,1516.76,120379.24,188015771.96
1494028800000,BTC,USD,1545.29,1560.42,1503.93,1507.77,59602.01,92747185.54
1494115200000,BTC,USD,1554.45,1572.89,1495.18,1545.29,71355.58,111708072.42
1494201600000,BTC,USD,1664.47,1667.67,1552.86,1554.45,107226.89,174687869.23
1494288000000,BTC,USD,1697.5,1757.39,1619.97,1664.47,127228.68,219169486.19
1494374400000,BTC,USD,1752.31,1766.18,1664.99,1697.5,89679.81,156203600.07
1494460800000,BTC,USD,1819.29,1864.76,1741.54,1752.31,109009.0,198829123.41
1494547200000,BTC,USD,1686.39,1822.51,1641.18,1819.29,109341.25,192159873.95
1494633600000,BTC,USD,1763.74,1770.5,1594.59,1686.39,75467.87,128390095.83
1494720000000,BTC,USD,1772.55,1802.75,1736.13,1763.74,40635.4,72874378.57
1494806400000,BTC,USD,1708.92,1776.65,1656.81,1772.55,80241.72,138499150.92
1494892800000,BTC,USD,1729.34,1752.55,1653.72,1708.92,75541.37,130379207.17
1494979200000,BTC,USD,1801.3,1842.83,1703.97,1729.34,94618.69,170954154.68
1495065600000,BTC,USD,1880.99,1980.49,1791.12,1801.3,73095.54,135901905.39
1495152000000,BTC,USD,1962.0,1969.7,1875.28,1880.99,98759.13,191523926.23
1495238400000,BTC,USD,2040.18,2048.45,1944.4,1962.0,89862.03,179346919.05
1495324800000,BTC,USD,2044.19,2094.94,1980.07,2040.18,78775.32,161036810.13
1495411200000,BTC,USD,2124.41,2264.76,1998.61,2044.19,174376.65,373482496.01
1495497600000,BTC,USD,2272.58,2286.3,2110.78,2124.41,114179.23,251969081.94
1495584000000,BTC,USD,2445.28,2496.98,2263.29,2272.58,149254.84,353734030.88
1495670400000,BTC,USD,2307.22,2781.76,2210.48,2445.28,248438.97,622139030.97
1495756800000,BTC,USD,2244.89,2616.52,2051.45,2306.96,191494.03,441342711.51
1495843200000,BTC,USD,2052.43,2322.37,1868.56,2244.89,222952.91,446034004.02
1495929600000,BTC,USD,2189.02,2300.52,2051.07,2052.43,125004.39,266766116.87
1496016000000,BTC,USD,2278.21,2337.35,2117.34,2189.02,92235.69,204101576.11
1496102400000,BTC,USD,2192.55,2329.26,2147.1,2278.21,120964.11,270069146.9
1496188800000,BTC,USD,2303.34,2330.62,2168.37,2192.55,117749.1,261223035.96
1496275200000,BTC,USD,2412.65,2460.84,2303.34,2303.34,122696.44,290070431.91
1496361600000,BTC,USD,2492.6,2493.97,2385.59,2412.65,83028.45,199765372.83
1496448000000,BTC,USD,2545.43,2582.77,2449.95,2492.6,70956.49,177168595.51
1496534400000,BTC,USD,2524.06,2559.79,2478.18,2545.43,59478.96,149060810.38
1496620800000,BTC,USD,2704.96,2705.38,2523.92,2524.06,86686.38,225611887.49
1496707200000,BTC,USD,2870.5,2931.24,2699.68,2704.96,192228.25,538772473.78
1496793600000,BTC,USD,2691.51,2880.95,2626.56,2870.5,122676.04,340329903.73
1496880000000,BTC,USD,2798.78,2808.41,2623.61,2691.51,95420.44,260898606.12
1496966400000,BTC,USD,2811.43,2852.07,2786.07,2798.78,67044.96,189237110.88
1497052800000,BTC,USD,2900.25,2914.19,2807.36,2811.43,86516.58,246869682.08
1497139200000,BTC,USD,2973.45,2977.86,2867.25,2900.25,83026.07,241516660.76
1497225600000,BTC,USD,2656.77,2985.06,2483.63,2973.45,217963.32,585158909.87
1497312000000,BTC,USD,2712.99,2784.77,2647.44,2656.77,116738.08,314476276.72
1497398400000,BTC,USD,2467.27,2803.72,2348.99,2712.99,174189.24,448294279.42
1497484800000,BTC,USD,2442.46,2521.6,2125.56,2467.27,262787.33,606264366.01
1497571200000,BTC,USD,2508.58,2536.42,2335.28,2442.46,117206.43,286630757.58
1497657600000,BTC,USD,2655.1,2690.71,2454.81,2508.58,95948.29,246698591.9
1497744000000,BTC,USD,2539.56,2676.04,2488.59,2655.1,92004.22,235239296.33
1497830400000,BTC,USD,2616.82,2617.75,2518.78,2539.56,81829.22,210372750.85
1497916800000,BTC,USD,2754.38,2800.48,2613.98,2616.82,111303.55,300034010.58
1498003200000,BTC,USD,2677.62,2804.41,2624.35,2754.38,116033.61,313234721.45
1498089600000,BTC,USD,2722.84,2757.32,2623.17,2677.62,78297.6,210318780.96
1498176000000,BTC,USD,2710.37,2759.66,2699.48,2722.84,56938.1,155303414.19
1498262400000,BTC,USD,2590.05,2741.56,2540.35,2710.37,86964.18,228007287.01
1498348800000,BTC,USD,2541.62,2660.66,2472.37,2590.05,86972.43,220679135.83
1498435200000,BTC,USD,2446.05,2584.75,2327.26,2541.62,165825.86,401912134.89
1498521600000,BTC,USD,2583.75,2585.06,2309.63,2446.05,159263.78,381517099.87
1498608000000,BTC,USD,2577.74,2616.95,2490.11,2583.75,110423.89,279792448.24
1498694400000,BTC,USD,2558.37,2605.86,2526.51,2577.74,75323.92,191733499.8
1498780800000,BTC,USD,2480.61,2576.28,2469.54,2558.37,73001.6,183878856.3
1498867200000,BTC,USD,2424.61,2529.62,2387.47,2480.61,66319.98,160661673.8
1498953600000,BTC,USD,2536.46,2555.34,2375.86,2424.61,67757.31,165839565.2
1499040000000,BTC,USD,2572.47,2617.48,2506.3,2536.46,83418.16,212244951.2
1499126400000,BTC,USD,2617.32,2658.73,2569.99,2572.47,80675.07,210433639.12
1499212800000,BTC,USD,2627.86,2642.74,2562.04,2617.32,89719.19,232257106.93
1499299200000,BTC,USD,2614.24,2634.84,2581.8,2627.86,60155.45,156558009.83
1499385600000,BTC,USD,2513.88,2617.48,2484.73,2614.24,90447.94,229168229.22
1499472000000,BTC,USD,2564.86,2568.73,2480.62,2513.88,54508.76,136973389.49
1499558400000,BTC,USD,2511.43,2576.73,2509.65,2564.86,39161.96,99506518.51
1499644800000,BTC,USD,2344.02,2530.34,2271.79,2511.43,123797.54,297270301.0
1499731200000,BTC,USD,2324.29,2412.75,2265.48,2344.02,146630.2,341998621.09
1499817600000,BTC,USD,2403.09,2424.82,2262.08,2324.29,109522.9,257095280.13
1499904000000,BTC,USD,2362.44,2436.66,2334.96,2403.09,88166.37,208630220.69
1499990400000,BTC,USD,2234.17,2370.53,2165.36,2362.44,114411.35,257704533.44
1500076800000,BTC,USD,1975.08,2237.13,1974.03,2234.17,155317.39,320719096.8
1500163200000,BTC,USD,1914.09,2044.41,1808.99,1975.08,189643.47,364287861.72
1500249600000,BTC,USD,2233.39,2233.83,1913.79,1914.09,176887.53,368366495.35
1500336000000,BTC,USD,2320.23,2400.74,2164.59,2233.39,202621.16,465220151.81
1500422400000,BTC,USD,2282.58,2412.38,2243.13,2320.23,154319.01,357639189.58
1500508800000,BTC,USD,2866.02,2932.81,2282.11,2282.58,310335.43,807416890.88
1500595200000,BTC,USD,2675.08,2873.96,2622.54,2866.02,193756.93,529154789.97
1500681600000,BTC,USD,2836.53,2876.71,2658.59,2675.08,121917.95,341992860.2
1500768000000,BTC,USD,2756.61,2856.67,2675.65,2836.53,108229.76,299869260.34
1500854400000,BTC,USD,2763.42,2798.89,2715.69,2756.61,83009.25,229047365.02
1500940800000,BTC,USD,2582.58,2779.08,2472.62,2763.42,205883.15,534765380.75
1501027200000,BTC,USD,2559.21,2631.73,2441.54,2582.58,135502.93,340465234.92
1501113600000,BTC,USD,2691.88,2712.92,2547.74,2559.21,103832.54,269880857.99
1501200000000,BTC,USD,2806.75,2843.78,2683.59,2691.88,138904.86,383479795.74
1501286400000,BTC,USD,2733.5,2812.13,2699.42,2806.75,84491.69,230818894.97
1501372800000,BTC,USD,2766.49,2773.06,2621.68,2733.5,82717.65,222933516.31
1501459200000,BTC,USD,2883.27,2916.3,2723.05,2766.49,91115.22,254836601.62
1501545600000,BTC,USD,2746.99,2946.02,2659.62,2883.27,123174.1,341216428.6
1501632000000,BTC,USD,2720.53,2773.8,2668.87,2746.99,81817.6,222534344.58
1501718400000,BTC,USD,2809.99,2822.88,2717.62,2720.53,68102.9,188517085.91
1501804800000,BTC,USD,2878.49,2892.67,2779.51,2809.99,68760.4,195800289.46
1501891200000,BTC,USD,3262.8,3344.01,2875.91,2878.49,159402.96,503737620.4
1501977600000,BTC,USD,3232.03,3295.07,3166.52,3262.8,60660.39,196484496.53
1502064000000,BTC,USD,3401.91,3425.13,3198.51,3232.03,88111.88,294021645.24
1502150400000,BTC,USD,3429.38,3494.87,3357.15,3401.91,106940.67,366169429.25
1502236800000,BTC,USD,3348.79,3437.15,3251.03,3429.38,97062.76,324058681.71
1502323200000,BTC,USD,3425.67,3453.84,3322.92,3348.79,71000.32,242024460.29
1502409600000,BTC,USD,3654.37,3706.48,3409.79,3425.67,97564.43,345135492.36
1502496000000,BTC,USD,3871.62,3967.26,3611.36,3654.37,123593.57,469532325.43
1502582400000,BTC,USD,4062.6,4189.42,3847.31,3871.62,158586.97,638917500.34
1502668800000,BTC,USD,4327.94,4336.71,3978.95,4062.6,128460.0,540927757.84
1502755200000,BTC,USD,4161.66,4436.48,3837.13,4327.94,211581.81,872840682.33
1502841600000,BTC,USD,4387.4,4398.06,3938.62,4161.66,112901.04,472960334.46
1502928000000,BTC,USD,4278.92,4487.5,4194.1,4387.4,127475.88,554232802.49
1503014400000,BTC,USD,4105.37,4362.73,3978.28,4278.92,144398.64,603898315.45
1503100800000,BTC,USD,4150.45,4189.68,3957.46,4105.37,113724.38,462723151.89
1503187200000,BTC,USD,4066.6,4182.29,4034.4,4150.45,70163.05,288193446.22
1503273600000,BTC,USD,4005.1,4097.25,3966.93,4066.6,90644.62,365174045.82
1503360000000,BTC,USD,4089.7,4142.68,3612.21,4005.1,169138.73,659657838.92
1503446400000,BTC,USD,4141.09,4255.62,4070.49,4089.7,96649.15,402340258.48
1503532800000,BTC,USD,4318.35,4364.11,4111.71,4141.09,72358.36,305373477.79
1503619200000,BTC,USD,4364.41,4461.71,4292.63,4318.35,82901.88,362283252.98
1503705600000,BTC,USD,4352.3,4379.28,4263.28,4364.41,46159.77,199403922.82
1503792000000,BTC,USD,4345.75,4408.18,4321.12,4352.3,42516.01,185180843.1
1503878400000,BTC,USD,4390.31,4403.13,4195.23,4345.75,75486.08,325285703.33
1503964800000,BTC,USD,4597.31,4647.83,4350.22,4390.31,100801.36,455467850.19
1504051200000,BTC,USD,4583.02,4644.06,4491.79,4597.31,68471.63,313466398.12
1504137600000,BTC,USD,4735.11,4765.07,4580.13,4583.02,72293.57,338981145.1
1504224000000,BTC,USD,4921.85,4925.23,4690.17,4735.11,102012.79,491140364.58
1504310400000,BTC,USD,4573.8,4976.52,4448.64,4921.85,160770.39,747713818.1
1504396800000,BTC,USD,4612.92,4719.78,4397.74,4573.8,102823.39,470135795.37
1504483200000,BTC,USD,4267.45,4621.01,4098.58,4612.92,170399.25,737216060.51
1504569600000,BTC,USD,4409.08,4496.67,4004.62,4267.45,158410.81,673846827.74
1504656000000,BTC,USD,4618.71,4660.04,4401.53,4409.08,110931.13,504717245.65
1504742400000,BTC,USD,4635.6,4690.55,4493.2,4618.71,70531.23,324939872.82
1504828800000,BTC,USD,4326.45,4699.59,4130.88,4635.6,180364.02,786819863.5
1504915200000,BTC,USD,4335.13,4402.15,4185.33,4326.45,77087.34,332195251.06
1505001600000,BTC,USD,4245.89,4338.08,4032.15,4335.13,108075.24,451244396.53
1505088000000,BTC,USD,4217.9,4364.42,4134.62,4245.89,88757.81,375254125.16
1505174400000,BTC,USD,4158.92,4387.76,4074.97,4217.9,107041.94,453402207.42
1505260800000,BTC,USD,3870.29,4174.58,3752.01,4158.92,186540.37,728385231.78
1505347200000,BTC,USD,3243.08,3930.69,3218.98,3870.29,317592.57,1118258889.56
1505433600000,BTC,USD,3713.76,3824.43,2979.88,3243.08,448551.92,1519153953.02
1505520000000,BTC,USD,3698.92,3893.67,3551.83,3713.76,169361.61,627559216.22
1505606400000,BTC,USD,3689.61,3796.56,3485.83,3698.92,96068.08,351250484.2
1505692800000,BTC,USD,4100.28,4122.75,3689.0,3689.61,147927.08,586938661.3
1505779200000,BTC,USD,3907.96,4120.71,3852.22,4100.28,123214.81,488897829.62
1505865600000,BTC,USD,3882.16,4053.04,3846.76,3907.96,86645.15,342438072.5
1505952000000,BTC,USD,3617.27,3912.79,3576.54,3882.16,145124.78,543570164.08
1506038400000,BTC,USD,3600.83,3753.51,3505.81,3617.27,114717.36,414612501.81
1506124800000,BTC,USD,3788.02,3813.39,3563.18,3600.83,67820.32,253370774.72
1506211200000,BTC,USD,3667.52,3790.89,3633.88,3788.02,49661.76,183852135.74
1506297600000,BTC,USD,3932.83,3971.5,3665.67,3667.52,100194.7,386674961.65
1506384000000,BTC,USD,3892.7,3982.31,3858.75,3932.83,63252.3,248481868.86
1506470400000,BTC,USD,4212.2,4232.35,3882.08,3892.7,117596.07,480358673.93
1506556800000,BTC,USD,4195.65,4274.64,4112.88,4212.2,92228.17,386909537.01
1506643200000,BTC,USD,4172.79,4237.51,4030.37,4195.65,97803.91,404599756.28
1506729600000,BTC,USD,4360.62,4383.27,4164.25,4172.79,67493.68,290796939.99
1506816000000,BTC,USD,4403.09,4412.62,4258.32,4360.62,60583.85,262485153.92
1506902400000,BTC,USD,4401.32,4477.38,4364.67,4403.09,71201.48,314621927.61
1506988800000,BTC,USD,4314.18,4435.99,4230.73,4401.32,81867.3,353046057.47
1507075200000,BTC,USD,4218.66,4355.29,4183.57,4314.18,64081.96,272424730.47
1507161600000,BTC,USD,4321.44,4365.76,4143.35,4218.66,63613.2,271914958.4
1507248000000,BTC,USD,4371.94,4422.15,4296.93,4321.44,61692.93,269878225.69
1507334400000,BTC,USD,4435.81,4472.92,4319.48,4371.94,40202.08,176332039.12
1507420800000,BTC,USD,4611.7,4622.87,4419.36,4435.81,71366.95,323063950.84
1507507200000,BTC,USD,4777.49,4875.38,4556.15,4611.7,110191.77,518586828.49
1507593600000,BTC,USD,4763.36,4930.0,4722.81,4777.49,98485.0,475717720.64
1507680000000,BTC,USD,4824.2,4874.89,4718.6,4763.36,70482.75,338533507.33
1507766400000,BTC,USD,5432.62,5432.63,4814.98,4824.2,163916.09,848641969.34
1507852800000,BTC,USD,5637.26,5852.78,5391.97,5432.62,215018.92,1211469140.96
1507939200000,BTC,USD,5824.71,5839.62,5568.86,5637.26,76224.35,434406119.95
1508025600000,BTC,USD,5688.14,5862.69,5448.22,5824.71,101636.95,571166215.25
1508112000000,BTC,USD,5759.33,5795.33,5576.1,5677.35,61358.95,349154669.33
1508198400000,BTC,USD,5598.58,5773.32,5521.09,5759.25,65637.43,368658284.35
1508284800000,BTC,USD,5575.83,5601.3,5114.87,5598.58,122020.31,654722509.03
1508371200000,BTC,USD,5698.65,5737.41,5517.62,5576.71,83056.09,469774559.06
1508457600000,BTC,USD,5993.11,6075.32,5611.39,5698.62,123860.51,729487923.01
1508544000000,BTC,USD,6006.65,6187.2,5874.54,5993.11,112943.89,684989667.22
1508630400000,BTC,USD,5982.86,6070.56,5722.98,6006.65,105030.93,618893096.8
1508716800000,BTC,USD,5903.61,6048.98,5644.22,5982.86,137140.4,801148315.46
1508803200000,BTC,USD,5513.08,5904.63,5463.41,5903.61,143735.81,811951129.66
1508889600000,BTC,USD,5734.0,5747.96,5375.64,5513.08,105839.48,585738379.88
1508976000000,BTC,USD,5887.61,5970.4,5689.92,5734.0,93675.55,547664553.57
1509062400000,BTC,USD,5764.56,5997.83,5692.32,5887.62,83933.5,488283724.04
1509148800000,BTC,USD,5726.61,5871.04,5654.8,5764.56,53232.17,305611140.99
1509235200000,BTC,USD,6147.52,6295.43,5679.37,5726.61,163055.75,966990808.93
1509321600000,BTC,USD,6124.28,6226.18,6018.97,6147.7,78624.31,481600502.95
1509408000000,BTC,USD,6451.24,6467.2,6090.83,6124.28,101249.62,637838767.02
1509494400000,BTC,USD,6737.78,6738.74,6355.0,6449.1,133191.93,869798619.79
1509580800000,BTC,USD,7024.81,7339.91,6737.77,6737.78,238796.19,1663170039.86
1509667200000,BTC,USD,7152.12,7445.62,6938.93,7024.81,154886.75,1120978013.29
1509753600000,BTC,USD,7363.8,7492.24,6957.84,7146.98,106602.67,773371754.85
1509840000000,BTC,USD,7389.55,7599.44,7284.33,7363.8,105727.2,789287755.18
